200	205	160	68	136	77
224	248	160	84	146	87
268	324	180	87	153	89
312	375	200	94	121	57
305	345	200	98	152	106
275	315	240	95	173	105
254	295	230	89	144	81
235	275	200	87	163	100
216	250	180	84	124	89
210	262	160	80	112	50
203	230	160	78	158	56
196	190	150	60	167	50

