145	166	126	70	80	50
148	171	137	86	100	60
170	195	135	88	110	65
187	213	140	94	110	65
192	215	148	105	140	80
225	249	167	94	160	90
219	241	156	88	120	70
186	205	155	88	120	70
168	189	120	84	120	70
149	165	120	80	120	70
140	158	132	78	80	50
135	149	117	65	80	50

